gene_name,number_of_reads_mapped
ybeY,9
slyB,9
slyA,9
rpmF,9
rplV,9
rplT,9
nuoI_2_nuoI_1,9
H/H10-17-fliC/1-1263,9
group_7117,9
group_3909,9
gloA,9
exbD_2,9
bssS,9
bamE,9
baeR_baeR_2,9
sdhE,8
rplW,8
rnt,8
infC,8
group_390,8
ampD,8
Stx2e_36_AJ313016|1236nt,7
sra,7
rpmI,7
ndhC,7
group_7622,7
group_1657,7
group_1592,7
crr,7
ribA,6
hinT,6
group_799,6
group_7422,5
rpsS,4
group_1178,4
cydX,4
O/O8-31-wzt/1-1215,3
Stx2e_91_1706T56070:138:unpublished:138|1236nt,2
O/O8-28-wzt/1-1215,2
O/O8-10-wzm/1-795,2
H/H10-21-fliC/1-1263,2
H/H10-18-fliC/1-1263,2
Stx2e_64_FN182286|1236nt,1
Stx2e_52_FM998838|1235nt,1
Stx2e_47_FM998846|1236nt,1
Stx2e_36_AJ567998|1236nt,1
Stx2e_146_GCA_009949705.1|1236nt,1
O/O8-3-wzt-origin/1-1215,1
O/O8-34-wzt/1-1215,1
O/O8-30-wzt/1-1215,1
O/O8-27-wzt/1-1215,1
O/O8-25-wzt/1-1215,1
O/O8-21-wzm/1-795,1
O/O8-20-wzm/1-795,1
O/O8-19-wzm/1-795,1
O/O8-17-wzm/1-795,1
O/O8-14-wzm/1-795,1
O/O8-12-wzm/1-795,1
H/H10-2-fliC-origin/1-1263,1
H/H10-20-fliC/1-1263,1
#rname,numreads
